InvestigationID,ClaimID,Investigator,InvestigationStatus,FraudType,FraudConfirmed
FRD603057,CLM974727,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD603058,CLM974731,P. Acharya (SIU),Ongoing,Fictitious Policy,Under Review
FRD603059,CLM974734,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD603060,CLM974736,R. Menon (SIU),Ongoing,Identity Theft,Under Review
FRD603061,CLM974789,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD603062,CLM974842,P. Acharya (SIU),Closed,False Death Claim,Confirmed
FRD603063,CLM974848,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD603064,CLM974857,D. Pillai (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603065,CLM974858,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603066,CLM974912,P. Acharya (SIU),Closed,Provider Collusion,Confirmed
FRD603067,CLM975003,K. Joseph (SIU),Closed,Provider Collusion,Confirmed
FRD603068,CLM975072,M. Srinivasan (SIU),Closed,Provider Collusion,Confirmed
FRD603069,CLM975099,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD603070,CLM975102,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD603071,CLM975118,K. Joseph (SIU),Closed,Fake Documents,Not Confirmed
FRD603072,CLM975145,R. Menon (SIU),Ongoing,Fictitious Policy,Under Review
FRD603073,CLM975158,S. Bhalla (SIU),Closed,False Death Claim,Not Confirmed
FRD603074,CLM975175,P. Acharya (SIU),Closed,False Death Claim,Not Confirmed
FRD603075,CLM975229,K. Joseph (SIU),Closed,False Death Claim,Not Confirmed
FRD603076,CLM975241,K. Joseph (SIU),Ongoing,Fictitious Policy,Under Review
FRD603077,CLM975259,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603078,CLM975273,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603079,CLM975305,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD603080,CLM975315,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD603081,CLM975363,D. Pillai (SIU),Closed,Identity Theft,Not Confirmed
FRD603082,CLM975378,A. Verma (SIU),Closed,False Death Claim,Not Confirmed
FRD603083,CLM975436,K. Joseph (SIU),Ongoing,Fictitious Policy,Under Review
FRD603084,CLM975440,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603085,CLM975459,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD603086,CLM975470,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD603087,CLM975491,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD603088,CLM975503,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603089,CLM975556,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603090,CLM975579,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603091,CLM975581,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603092,CLM975582,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603093,CLM975598,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603094,CLM975599,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603095,CLM975630,D. Pillai (SIU),Ongoing,Identity Theft,Under Review
FRD603096,CLM975657,K. Joseph (SIU),Ongoing,False Death Claim,Under Review
FRD603097,CLM975706,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD603098,CLM975708,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603099,CLM975735,D. Pillai (SIU),Closed,Identity Theft,Not Confirmed
FRD603100,CLM975747,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603101,CLM975757,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD603102,CLM975808,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD603103,CLM975818,N. Kohli (SIU),Closed,False Death Claim,Not Confirmed
FRD603104,CLM975820,S. Bhalla (SIU),Closed,False Death Claim,Not Confirmed
FRD603105,CLM975832,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD603106,CLM975907,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603107,CLM975926,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603108,CLM975944,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603109,CLM975963,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD603110,CLM975970,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD603111,CLM976017,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD603112,CLM976052,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD603113,CLM976068,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603114,CLM976104,N. Kohli (SIU),Ongoing,Provider Collusion,Under Review
FRD603115,CLM976107,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD603116,CLM976109,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD603117,CLM976110,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603118,CLM976146,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD603119,CLM976157,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD603120,CLM976162,K. Joseph (SIU),Closed,Fake Documents,Not Confirmed
FRD603121,CLM976169,K. Joseph (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603122,CLM976201,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD603123,CLM976263,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD603124,CLM976283,P. Acharya (SIU),Closed,False Death Claim,Confirmed
FRD603125,CLM976285,K. Joseph (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603126,CLM976347,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603127,CLM976353,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603128,CLM976357,S. Bhalla (SIU),Closed,Staged Accident,Not Confirmed
FRD603129,CLM976387,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603130,CLM976388,S. Bhalla (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603131,CLM976439,K. Joseph (SIU),Closed,Fictitious Policy,Confirmed
FRD603132,CLM976444,K. Joseph (SIU),Closed,Provider Collusion,Confirmed
FRD603133,CLM976449,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD603134,CLM976452,P. Acharya (SIU),Ongoing,False Death Claim,Under Review
FRD603135,CLM976461,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD603136,CLM976468,K. Joseph (SIU),Closed,Fake Documents,Not Confirmed
FRD603137,CLM976526,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD603138,CLM976583,D. Pillai (SIU),Closed,Fictitious Policy,Confirmed
FRD603139,CLM976589,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603140,CLM976610,D. Pillai (SIU),Closed,Provider Collusion,Not Confirmed
FRD603141,CLM976650,M. Srinivasan (SIU),Closed,False Death Claim,Not Confirmed
FRD603142,CLM976713,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD603143,CLM976737,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603144,CLM976755,K. Joseph (SIU),Closed,Provider Collusion,Confirmed
FRD603145,CLM976856,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD603146,CLM976866,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603147,CLM976927,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD603148,CLM977008,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD603149,CLM977030,P. Acharya (SIU),Closed,Provider Collusion,Confirmed
FRD603150,CLM977051,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603151,CLM977106,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD603152,CLM977110,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD603153,CLM977129,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD603154,CLM977177,S. Bhalla (SIU),Closed,Provider Collusion,Not Confirmed
FRD603155,CLM977181,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD603156,CLM977183,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD603157,CLM977208,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603158,CLM977215,D. Pillai (SIU),Ongoing,Fictitious Policy,Under Review
FRD603159,CLM977218,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD603160,CLM977225,K. Joseph (SIU),Closed,Fake Documents,Not Confirmed
FRD603161,CLM977239,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603162,CLM977269,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603163,CLM977306,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603164,CLM977322,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD603165,CLM977328,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603166,CLM977335,N. Kohli (SIU),Ongoing,Fictitious Policy,Under Review
FRD603167,CLM977361,N. Kohli (SIU),Closed,Provider Collusion,Not Confirmed
FRD603168,CLM977479,N. Kohli (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603169,CLM977490,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD603170,CLM977512,N. Kohli (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603171,CLM977544,A. Verma (SIU),Closed,Fictitious Policy,Confirmed
FRD603172,CLM977552,S. Bhalla (SIU),Closed,Provider Collusion,Confirmed
FRD603173,CLM977564,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD603174,CLM977574,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603175,CLM977601,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD603176,CLM977602,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603177,CLM977619,D. Pillai (SIU),Closed,Fake Documents,Not Confirmed
FRD603178,CLM977628,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD603179,CLM977698,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603180,CLM977710,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD603181,CLM977738,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD603182,CLM977776,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD603183,CLM977845,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603184,CLM977911,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603185,CLM977960,D. Pillai (SIU),Closed,Identity Theft,Confirmed
FRD603186,CLM977965,P. Acharya (SIU),Closed,Staged Accident,Not Confirmed
FRD603187,CLM977983,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603188,CLM977986,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603189,CLM978031,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603190,CLM978048,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD603191,CLM978069,P. Acharya (SIU),Ongoing,Fake Documents,Under Review
FRD603192,CLM978078,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603193,CLM978081,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603194,CLM978083,A. Verma (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603195,CLM978097,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603196,CLM978140,A. Verma (SIU),Ongoing,Identity Theft,Under Review
FRD603197,CLM978151,K. Joseph (SIU),Closed,Fake Documents,Not Confirmed
FRD603198,CLM978178,N. Kohli (SIU),Ongoing,Provider Collusion,Under Review
FRD603199,CLM978218,K. Joseph (SIU),Closed,Identity Theft,Not Confirmed
FRD603200,CLM978271,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603201,CLM978299,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD603202,CLM978306,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD603203,CLM978327,N. Kohli (SIU),Closed,Fictitious Policy,Confirmed
FRD603204,CLM978402,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD603205,CLM978413,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD603206,CLM978430,N. Kohli (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603207,CLM978435,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD603208,CLM978474,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603209,CLM978485,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603210,CLM978503,A. Verma (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603211,CLM978505,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD603212,CLM978519,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD603213,CLM978579,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD603214,CLM978590,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603215,CLM978605,D. Pillai (SIU),Closed,Fake Documents,Not Confirmed
FRD603216,CLM978643,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603217,CLM978646,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD603218,CLM978649,D. Pillai (SIU),Closed,False Death Claim,Confirmed
FRD603219,CLM978698,R. Menon (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603220,CLM978723,M. Srinivasan (SIU),Closed,Identity Theft,Not Confirmed
FRD603221,CLM978741,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD603222,CLM978770,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603223,CLM978806,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD603224,CLM978829,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD603225,CLM978863,K. Joseph (SIU),Closed,False Death Claim,Not Confirmed
FRD603226,CLM978891,A. Verma (SIU),Ongoing,Identity Theft,Under Review
FRD603227,CLM978896,A. Verma (SIU),Closed,Staged Accident,Confirmed
FRD603228,CLM978909,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603229,CLM978922,A. Verma (SIU),Closed,Staged Accident,Confirmed
FRD603230,CLM978935,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD603231,CLM978987,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603232,CLM979062,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD603233,CLM979065,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603234,CLM979162,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603235,CLM979194,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD603236,CLM979197,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603237,CLM979198,A. Verma (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603238,CLM979202,P. Acharya (SIU),Ongoing,Fictitious Policy,Under Review
FRD603239,CLM979226,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD603240,CLM979247,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603241,CLM979265,N. Kohli (SIU),Closed,False Death Claim,Not Confirmed
FRD603242,CLM979268,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD603243,CLM979275,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603244,CLM979346,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603245,CLM979347,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD603246,CLM979395,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603247,CLM979422,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603248,CLM979444,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603249,CLM979463,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603250,CLM979580,N. Kohli (SIU),Closed,Fictitious Policy,Confirmed
FRD603251,CLM979620,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD603252,CLM979657,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD603253,CLM979672,M. Srinivasan (SIU),Closed,Provider Collusion,Not Confirmed
FRD603254,CLM979686,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603255,CLM979714,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD603256,CLM979715,S. Bhalla (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603257,CLM979717,P. Acharya (SIU),Ongoing,Fake Documents,Under Review
FRD603258,CLM979726,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603259,CLM979734,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD603260,CLM979754,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603261,CLM979767,A. Verma (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603262,CLM979771,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD603263,CLM979799,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD603264,CLM979813,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603265,CLM979825,P. Acharya (SIU),Ongoing,Provider Collusion,Under Review
FRD603266,CLM979865,K. Joseph (SIU),Ongoing,Provider Collusion,Under Review
FRD603267,CLM979869,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD603268,CLM979891,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603269,CLM979898,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD603270,CLM979907,P. Acharya (SIU),Ongoing,Fictitious Policy,Under Review
FRD603271,CLM979923,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD603272,CLM979924,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD603273,CLM979936,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD603274,CLM979940,S. Bhalla (SIU),Closed,Identity Theft,Confirmed
FRD603275,CLM979966,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD603276,CLM979972,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603277,CLM979982,P. Acharya (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603278,CLM979990,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603279,CLM980038,N. Kohli (SIU),Closed,Provider Collusion,Not Confirmed
FRD603280,CLM980053,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD603281,CLM980080,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603282,CLM980091,N. Kohli (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603283,CLM980138,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD603284,CLM980149,P. Acharya (SIU),Closed,Staged Accident,Not Confirmed
FRD603285,CLM980154,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD603286,CLM980165,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD603287,CLM980217,P. Acharya (SIU),Closed,False Death Claim,Confirmed
FRD603288,CLM980252,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD603289,CLM980303,M. Srinivasan (SIU),Ongoing,Provider Collusion,Under Review
FRD603290,CLM980313,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD603291,CLM980315,S. Bhalla (SIU),Closed,Provider Collusion,Not Confirmed
FRD603292,CLM980355,D. Pillai (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603293,CLM980397,A. Verma (SIU),Closed,Provider Collusion,Not Confirmed
FRD603294,CLM980433,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD603295,CLM980446,A. Verma (SIU),Ongoing,Provider Collusion,Under Review
FRD603296,CLM980480,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD603297,CLM980502,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD603298,CLM980522,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD603299,CLM980587,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD603300,CLM980592,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD603301,CLM980599,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603302,CLM980614,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD603303,CLM980617,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD603304,CLM980624,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603305,CLM980628,N. Kohli (SIU),Closed,Provider Collusion,Not Confirmed
FRD603306,CLM980640,R. Menon (SIU),Closed,Fictitious Policy,Confirmed
FRD603307,CLM980641,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD603308,CLM980675,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD603309,CLM980734,D. Pillai (SIU),Closed,Provider Collusion,Confirmed
FRD603310,CLM980750,M. Srinivasan (SIU),Ongoing,Fictitious Policy,Under Review
FRD603311,CLM980752,M. Srinivasan (SIU),Closed,Identity Theft,Not Confirmed
FRD603312,CLM980759,R. Menon (SIU),Closed,Provider Collusion,Not Confirmed
FRD603313,CLM980791,K. Joseph (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603314,CLM980831,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603315,CLM980876,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603316,CLM980906,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD603317,CLM980930,A. Verma (SIU),Ongoing,Provider Collusion,Under Review
FRD603318,CLM980931,P. Acharya (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603319,CLM980932,K. Joseph (SIU),Closed,Staged Accident,Not Confirmed
FRD603320,CLM980937,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603321,CLM980967,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603322,CLM980997,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD603323,CLM981031,P. Acharya (SIU),Ongoing,Provider Collusion,Under Review
FRD603324,CLM981032,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD603325,CLM981055,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603326,CLM981061,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603327,CLM981062,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD603328,CLM981077,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD603329,CLM981089,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Not Confirmed
